cell_type,cell_type_cl_id,tissue,tissue_ontology_id,tissue_uberon_id,n_cells
microglial cell,CL:0000129,eyelid,UBERON:0001711,UBERON:0001711,56
microglial cell,CL:0000129,lacrimal gland,UBERON:0001817,UBERON:0001817,96
microglial cell,CL:0000129,ocular surface region,UBERON:0010409,UBERON:0010409,2
microglial cell,CL:0000129,posterior segment of eyeball,UBERON:0001802,UBERON:0001802,20
microglial cell,CL:0000129,retinal neural layer,UBERON:0003902,UBERON:0003902,22
microglial cell,CL:0000129,sclera,UBERON:0001773,UBERON:0001773,16
monocyte,CL:0000576,adipose tissue,UBERON:0001013,UBERON:0001013,508
monocyte,CL:0000576,anterior part of tongue,UBERON:0010032,UBERON:0010032,38
monocyte,CL:0000576,anterior segment of eyeball,UBERON:0001801,UBERON:0001801,4
monocyte,CL:0000576,aorta,UBERON:0000947,UBERON:0000947,82
monocyte,CL:0000576,ascending colon,UBERON:0001156,UBERON:0001156,29
monocyte,CL:0000576,bladder organ,UBERON:0018707,UBERON:0018707,4855
monocyte,CL:0000576,blood,UBERON:0000178,UBERON:0000178,9602
monocyte,CL:0000576,bone marrow,UBERON:0002371,UBERON:0002371,2040
monocyte,CL:0000576,brown adipose tissue,UBERON:0001348,UBERON:0001348,133
monocyte,CL:0000576,cardiac atrium,UBERON:0002081,UBERON:0002081,9
monocyte,CL:0000576,cardiac ventricle,UBERON:0002082,UBERON:0002082,4
monocyte,CL:0000576,cornea,UBERON:0000964,UBERON:0000964,2
monocyte,CL:0000576,coronary artery,UBERON:0001621,UBERON:0001621,210
monocyte,CL:0000576,crista ampullaris,UBERON:0004721,UBERON:0004721,2
monocyte,CL:0000576,duodenum,UBERON:0002114,UBERON:0002114,16
monocyte,CL:0000576,endocrine pancreas,UBERON:0000016,UBERON:0000016,2
monocyte,CL:0000576,endometrium,UBERON:0001295,UBERON:0001295,20
monocyte,CL:0000576,exocrine pancreas,UBERON:0000017,UBERON:0000017,11
monocyte,CL:0000576,eye,UBERON:0000970,UBERON:0000970,20
monocyte,CL:0000576,eyelid,UBERON:0001711,UBERON:0001711,27
monocyte,CL:0000576,heart,UBERON:0000948,UBERON:0000948,66
monocyte,CL:0000576,heart right ventricle,UBERON:0002080,UBERON:0002080,10
monocyte,CL:0000576,ileum,UBERON:0002116,UBERON:0002116,51
monocyte,CL:0000576,inguinal lymph node,UBERON:0001542,UBERON:0001542,23
monocyte,CL:0000576,kidney,UBERON:0002113,UBERON:0002113,54
monocyte,CL:0000576,lacrimal gland,UBERON:0001817,UBERON:0001817,20
monocyte,CL:0000576,large intestine,UBERON:0000059,UBERON:0000059,15
monocyte,CL:0000576,left ovary,UBERON:0002119,UBERON:0002119,2
monocyte,CL:0000576,liver,UBERON:0002107,UBERON:0002107,1721
monocyte,CL:0000576,lung,UBERON:0002048,UBERON:0002048,506
monocyte,CL:0000576,lymph node,UBERON:0000029,UBERON:0000029,708
monocyte,CL:0000576,mesenteric lymph node,UBERON:0002509,UBERON:0002509,35
monocyte,CL:0000576,mucosa of stomach,UBERON:0001199,UBERON:0001199,78
monocyte,CL:0000576,muscle of abdomen,UBERON:0002378,UBERON:0002378,17
monocyte,CL:0000576,muscle of pelvic diaphragm,UBERON:0008612,UBERON:0008612,15
monocyte,CL:0000576,muscularis mucosae of stomach,UBERON:0001203,UBERON:0001203,2
monocyte,CL:0000576,myometrium,UBERON:0001296,UBERON:0001296,1
monocyte,CL:0000576,ocular surface region,UBERON:0010409,UBERON:0010409,2
monocyte,CL:0000576,parotid gland,UBERON:0001831,UBERON:0001831,85
monocyte,CL:0000576,posterior part of tongue,UBERON:0010033,UBERON:0010033,101
monocyte,CL:0000576,posterior segment of eyeball,UBERON:0001802,UBERON:0001802,5
monocyte,CL:0000576,retinal neural layer,UBERON:0003902,UBERON:0003902,1
monocyte,CL:0000576,right cardiac atrium,UBERON:0002078,UBERON:0002078,35
monocyte,CL:0000576,right ovary,UBERON:0002118,UBERON:0002118,2
monocyte,CL:0000576,sclera,UBERON:0001773,UBERON:0001773,6
monocyte,CL:0000576,sigmoid colon,UBERON:0001159,UBERON:0001159,22
monocyte,CL:0000576,small intestine,UBERON:0002108,UBERON:0002108,11
monocyte,CL:0000576,spleen,UBERON:0002106,UBERON:0002106,3114
monocyte,CL:0000576,stomach,UBERON:0000945,UBERON:0000945,644
monocyte,CL:0000576,stomach smooth muscle,UBERON:0004222,UBERON:0004222,330
monocyte,CL:0000576,subcutaneous adipose tissue,UBERON:0002190,UBERON:0002190,200
monocyte,CL:0000576,sublingual gland,UBERON:0001832,UBERON:0001832,10
monocyte,CL:0000576,submandibular gland,UBERON:0001736,UBERON:0001736,4
monocyte,CL:0000576,testis,UBERON:0000473,UBERON:0000473,1
monocyte,CL:0000576,thoracic aorta,UBERON:0001515,UBERON:0001515,131
monocyte,CL:0000576,thymus,UBERON:0002370,UBERON:0002370,26
monocyte,CL:0000576,trachea,UBERON:0003126,UBERON:0003126,81
monocyte,CL:0000576,vasculature,UBERON:0002049,UBERON:0002049,4
mononuclear phagocyte,CL:0000113,mucosa of stomach,UBERON:0001199,UBERON:0001199,81
mononuclear phagocyte,CL:0000113,muscularis mucosae of stomach,UBERON:0001203,UBERON:0001203,27
mononuclear phagocyte,CL:0000113,stomach,UBERON:0000945,UBERON:0000945,3182
mononuclear phagocyte,CL:0000113,stomach smooth muscle,UBERON:0004222,UBERON:0004222,2046
mucus secreting cell,CL:0000319,trachea,UBERON:0003126,UBERON:0003126,270
multiciliated columnar cell of tracheobronchial tree,CL:0002145,trachea,UBERON:0003126,UBERON:0003126,713
mural cell,CL:0008034,anterior part of tongue,UBERON:0010032,UBERON:0010032,175
mural cell,CL:0008034,posterior part of tongue,UBERON:0010033,UBERON:0010033,443
muscle cell,CL:0000187,brown adipose tissue,UBERON:0001348,UBERON:0001348,263
muscle cell,CL:0000187,buccal mucosa,UBERON:0006956,UBERON:0006956,1
muscle cell,CL:0000187,eyelid,UBERON:0001711,UBERON:0001711,130
muscle cell,CL:0000187,lacrimal gland,UBERON:0001817,UBERON:0001817,2
muscle cell,CL:0000187,retinal neural layer,UBERON:0003902,UBERON:0003902,1
muscle cell,CL:0000187,sclera,UBERON:0001773,UBERON:0001773,9
myeloid cell,CL:0000763,liver,UBERON:0002107,UBERON:0002107,81
myeloid dendritic cell,CL:0000782,adipose tissue,UBERON:0001013,UBERON:0001013,1
myeloid dendritic cell,CL:0000782,anterior part of tongue,UBERON:0010032,UBERON:0010032,8
myeloid dendritic cell,CL:0000782,aorta,UBERON:0000947,UBERON:0000947,4
myeloid dendritic cell,CL:0000782,ascending colon,UBERON:0001156,UBERON:0001156,23
myeloid dendritic cell,CL:0000782,blood,UBERON:0000178,UBERON:0000178,1
myeloid dendritic cell,CL:0000782,bone marrow,UBERON:0002371,UBERON:0002371,108
myeloid dendritic cell,CL:0000782,brown adipose tissue,UBERON:0001348,UBERON:0001348,4
myeloid dendritic cell,CL:0000782,chorioretinal region,UBERON:0019207,UBERON:0019207,1
myeloid dendritic cell,CL:0000782,duodenum,UBERON:0002114,UBERON:0002114,9
myeloid dendritic cell,CL:0000782,eye,UBERON:0000970,UBERON:0000970,9
myeloid dendritic cell,CL:0000782,ileum,UBERON:0002116,UBERON:0002116,1
myeloid dendritic cell,CL:0000782,inguinal lymph node,UBERON:0001542,UBERON:0001542,18
myeloid dendritic cell,CL:0000782,lacrimal gland,UBERON:0001817,UBERON:0001817,18
myeloid dendritic cell,CL:0000782,large intestine,UBERON:0000059,UBERON:0000059,4
myeloid dendritic cell,CL:0000782,liver,UBERON:0002107,UBERON:0002107,56
myeloid dendritic cell,CL:0000782,lung,UBERON:0002048,UBERON:0002048,33
myeloid dendritic cell,CL:0000782,lymph node,UBERON:0000029,UBERON:0000029,104
myeloid dendritic cell,CL:0000782,muscle of abdomen,UBERON:0002378,UBERON:0002378,9
myeloid dendritic cell,CL:0000782,parotid gland,UBERON:0001831,UBERON:0001831,1
myeloid dendritic cell,CL:0000782,posterior part of tongue,UBERON:0010033,UBERON:0010033,14
myeloid dendritic cell,CL:0000782,right ovary,UBERON:0002118,UBERON:0002118,1
myeloid dendritic cell,CL:0000782,sigmoid colon,UBERON:0001159,UBERON:0001159,13
myeloid dendritic cell,CL:0000782,skin of abdomen,UBERON:0001416,UBERON:0001416,44
myeloid dendritic cell,CL:0000782,skin of body,UBERON:0002097,UBERON:0002097,1
myeloid dendritic cell,CL:0000782,skin of chest,UBERON:0001868,UBERON:0001868,63
myeloid dendritic cell,CL:0000782,small intestine,UBERON:0002108,UBERON:0002108,1
myeloid dendritic cell,CL:0000782,spleen,UBERON:0002106,UBERON:0002106,17
myeloid dendritic cell,CL:0000782,subcutaneous adipose tissue,UBERON:0002190,UBERON:0002190,1
myeloid dendritic cell,CL:0000782,thoracic aorta,UBERON:0001515,UBERON:0001515,1
myeloid dendritic cell,CL:0000782,trachea,UBERON:0003126,UBERON:0003126,1
myeloid dendritic cell,CL:0000782,uterus,UBERON:0000995,UBERON:0000995,2
myeloid leukocyte,CL:0000766,anterior segment of eyeball,UBERON:0001801,UBERON:0001801,24
myeloid leukocyte,CL:0000766,ascending colon,UBERON:0001156,UBERON:0001156,243
myeloid leukocyte,CL:0000766,conjunctiva,UBERON:0001811,UBERON:0001811,3
myeloid leukocyte,CL:0000766,eye,UBERON:0000970,UBERON:0000970,75
myeloid leukocyte,CL:0000766,eyelid,UBERON:0001711,UBERON:0001711,339
myeloid leukocyte,CL:0000766,lacrimal gland,UBERON:0001817,UBERON:0001817,178
myeloid leukocyte,CL:0000766,large intestine,UBERON:0000059,UBERON:0000059,13
myeloid leukocyte,CL:0000766,posterior segment of eyeball,UBERON:0001802,UBERON:0001802,29
myeloid leukocyte,CL:0000766,sigmoid colon,UBERON:0001159,UBERON:0001159,98
myo-medullary thymic epithelial cell,CL:0009075,thymus,UBERON:0002370,UBERON:0002370,77
myoepithelial cell,CL:0000185,anterior part of tongue,UBERON:0010032,UBERON:0010032,2
myoepithelial cell,CL:0000185,parotid gland,UBERON:0001831,UBERON:0001831,109
myoepithelial cell,CL:0000185,posterior part of tongue,UBERON:0010033,UBERON:0010033,268
myoepithelial cell,CL:0000185,sublingual gland,UBERON:0001832,UBERON:0001832,105
myoepithelial cell,CL:0000185,submandibular gland,UBERON:0001736,UBERON:0001736,2
myofibroblast cell,CL:0000186,adipose tissue,UBERON:0001013,UBERON:0001013,339
myofibroblast cell,CL:0000186,ascending colon,UBERON:0001156,UBERON:0001156,4
myofibroblast cell,CL:0000186,bladder organ,UBERON:0018707,UBERON:0018707,3136
myofibroblast cell,CL:0000186,duodenum,UBERON:0002114,UBERON:0002114,39
myofibroblast cell,CL:0000186,endometrium,UBERON:0001295,UBERON:0001295,90
myofibroblast cell,CL:0000186,ileum,UBERON:0002116,UBERON:0002116,7
myofibroblast cell,CL:0000186,large intestine,UBERON:0000059,UBERON:0000059,71
myofibroblast cell,CL:0000186,myometrium,UBERON:0001296,UBERON:0001296,11
myofibroblast cell,CL:0000186,sigmoid colon,UBERON:0001159,UBERON:0001159,7
myofibroblast cell,CL:0000186,small intestine,UBERON:0002108,UBERON:0002108,5
myofibroblast cell,CL:0000186,subcutaneous adipose tissue,UBERON:0002190,UBERON:0002190,727
myometrial cell,CL:0002366,myometrium,UBERON:0001296,UBERON:0001296,917
"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,ascending colon,UBERON:0001156,UBERON:0001156,101
"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,blood,UBERON:0000178,UBERON:0000178,490
"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,duodenum,UBERON:0002114,UBERON:0002114,6
"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,ileum,UBERON:0002116,UBERON:0002116,9
"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,inguinal lymph node,UBERON:0001542,UBERON:0001542,578
"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,large intestine,UBERON:0000059,UBERON:0000059,9
"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,lymph node,UBERON:0000029,UBERON:0000029,3256
"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,mesenteric lymph node,UBERON:0002509,UBERON:0002509,320
"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,sigmoid colon,UBERON:0001159,UBERON:0001159,118
"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,small intestine,UBERON:0002108,UBERON:0002108,100
"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,spleen,UBERON:0002106,UBERON:0002106,2317
"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,thymus,UBERON:0002370,UBERON:0002370,2523
"naive thymus-derived CD8-positive, alpha-beta T cell",CL:0000900,spleen,UBERON:0002106,UBERON:0002106,622
"naive thymus-derived CD8-positive, alpha-beta T cell",CL:0000900,thymus,UBERON:0002370,UBERON:0002370,434
natural killer cell,CL:0000623,abdominal aorta,UBERON:0001516,UBERON:0001516,5
natural killer cell,CL:0000623,adipose tissue,UBERON:0001013,UBERON:0001013,168
natural killer cell,CL:0000623,anterior part of tongue,UBERON:0010032,UBERON:0010032,1
natural killer cell,CL:0000623,anterior segment of eyeball,UBERON:0001801,UBERON:0001801,2
natural killer cell,CL:0000623,aorta,UBERON:0000947,UBERON:0000947,119
natural killer cell,CL:0000623,bladder organ,UBERON:0018707,UBERON:0018707,165
natural killer cell,CL:0000623,blood,UBERON:0000178,UBERON:0000178,3057
natural killer cell,CL:0000623,bone marrow,UBERON:0002371,UBERON:0002371,1099
natural killer cell,CL:0000623,brown adipose tissue,UBERON:0001348,UBERON:0001348,349
natural killer cell,CL:0000623,buccal mucosa,UBERON:0006956,UBERON:0006956,3
natural killer cell,CL:0000623,cardiac atrium,UBERON:0002081,UBERON:0002081,6
natural killer cell,CL:0000623,cardiac ventricle,UBERON:0002082,UBERON:0002082,1
natural killer cell,CL:0000623,coronary artery,UBERON:0001621,UBERON:0001621,49
natural killer cell,CL:0000623,cortex of kidney,UBERON:0001225,UBERON:0001225,22
natural killer cell,CL:0000623,duodenum,UBERON:0002114,UBERON:0002114,28
natural killer cell,CL:0000623,endocrine pancreas,UBERON:0000016,UBERON:0000016,3
natural killer cell,CL:0000623,endometrium,UBERON:0001295,UBERON:0001295,63
natural killer cell,CL:0000623,exocrine pancreas,UBERON:0000017,UBERON:0000017,47
natural killer cell,CL:0000623,eye,UBERON:0000970,UBERON:0000970,11
natural killer cell,CL:0000623,eyelid,UBERON:0001711,UBERON:0001711,11
natural killer cell,CL:0000623,heart,UBERON:0000948,UBERON:0000948,25
natural killer cell,CL:0000623,heart right ventricle,UBERON:0002080,UBERON:0002080,10
natural killer cell,CL:0000623,ileum,UBERON:0002116,UBERON:0002116,96
natural killer cell,CL:0000623,inferior vena cava,UBERON:0001072,UBERON:0001072,4
natural killer cell,CL:0000623,inguinal lymph node,UBERON:0001542,UBERON:0001542,143
natural killer cell,CL:0000623,kidney,UBERON:0002113,UBERON:0002113,179
natural killer cell,CL:0000623,lacrimal gland,UBERON:0001817,UBERON:0001817,18
natural killer cell,CL:0000623,large intestine,UBERON:0000059,UBERON:0000059,5
natural killer cell,CL:0000623,left coronary artery,UBERON:0001626,UBERON:0001626,2
natural killer cell,CL:0000623,liver,UBERON:0002107,UBERON:0002107,745
natural killer cell,CL:0000623,lung,UBERON:0002048,UBERON:0002048,1019
natural killer cell,CL:0000623,lymph node,UBERON:0000029,UBERON:0000029,1386
natural killer cell,CL:0000623,mammary gland,UBERON:0001911,UBERON:0001911,6
natural killer cell,CL:0000623,mesenteric lymph node,UBERON:0002509,UBERON:0002509,50
natural killer cell,CL:0000623,mucosa of stomach,UBERON:0001199,UBERON:0001199,3
natural killer cell,CL:0000623,muscle of abdomen,UBERON:0002378,UBERON:0002378,34
natural killer cell,CL:0000623,muscle of pelvic diaphragm,UBERON:0008612,UBERON:0008612,57
natural killer cell,CL:0000623,muscularis mucosae of stomach,UBERON:0001203,UBERON:0001203,2
natural killer cell,CL:0000623,myometrium,UBERON:0001296,UBERON:0001296,2
natural killer cell,CL:0000623,parotid gland,UBERON:0001831,UBERON:0001831,19
natural killer cell,CL:0000623,posterior part of tongue,UBERON:0010033,UBERON:0010033,7
natural killer cell,CL:0000623,posterior segment of eyeball,UBERON:0001802,UBERON:0001802,1
natural killer cell,CL:0000623,right cardiac atrium,UBERON:0002078,UBERON:0002078,37
natural killer cell,CL:0000623,sclera,UBERON:0001773,UBERON:0001773,11
natural killer cell,CL:0000623,sigmoid colon,UBERON:0001159,UBERON:0001159,9
natural killer cell,CL:0000623,skin of abdomen,UBERON:0001416,UBERON:0001416,41
natural killer cell,CL:0000623,skin of body,UBERON:0002097,UBERON:0002097,6
natural killer cell,CL:0000623,skin of chest,UBERON:0001868,UBERON:0001868,14
natural killer cell,CL:0000623,small intestine,UBERON:0002108,UBERON:0002108,37
natural killer cell,CL:0000623,spleen,UBERON:0002106,UBERON:0002106,3944
natural killer cell,CL:0000623,stomach,UBERON:0000945,UBERON:0000945,43
natural killer cell,CL:0000623,stomach smooth muscle,UBERON:0004222,UBERON:0004222,75
natural killer cell,CL:0000623,subcutaneous adipose tissue,UBERON:0002190,UBERON:0002190,356
natural killer cell,CL:0000623,sublingual gland,UBERON:0001832,UBERON:0001832,12
natural killer cell,CL:0000623,submandibular gland,UBERON:0001736,UBERON:0001736,42
natural killer cell,CL:0000623,thoracic aorta,UBERON:0001515,UBERON:0001515,53
natural killer cell,CL:0000623,thymus,UBERON:0002370,UBERON:0002370,428
natural killer cell,CL:0000623,trachea,UBERON:0003126,UBERON:0003126,64
natural killer cell,CL:0000623,uterus,UBERON:0000995,UBERON:0000995,27
natural killer cell,CL:0000623,vasculature,UBERON:0002049,UBERON:0002049,10
neuro-medullary thymic epithelial cell,CL:0009076,thymus,UBERON:0002370,UBERON:0002370,135
neuron,CL:0000540,heart,UBERON:0000948,UBERON:0000948,7
neuron,CL:0000540,heart right ventricle,UBERON:0002080,UBERON:0002080,59
neuron,CL:0000540,right cardiac atrium,UBERON:0002078,UBERON:0002078,16
neutrophil,CL:0000775,abdominal aorta,UBERON:0001516,UBERON:0001516,2
neutrophil,CL:0000775,adipose tissue,UBERON:0001013,UBERON:0001013,858
neutrophil,CL:0000775,anterior part of tongue,UBERON:0010032,UBERON:0010032,13
neutrophil,CL:0000775,anterior segment of eyeball,UBERON:0001801,UBERON:0001801,1
neutrophil,CL:0000775,aorta,UBERON:0000947,UBERON:0000947,265
neutrophil,CL:0000775,bladder organ,UBERON:0018707,UBERON:0018707,241
neutrophil,CL:0000775,blood,UBERON:0000178,UBERON:0000178,32198
neutrophil,CL:0000775,bone marrow,UBERON:0002371,UBERON:0002371,8677
neutrophil,CL:0000775,brown adipose tissue,UBERON:0001348,UBERON:0001348,1427
neutrophil,CL:0000775,buccal mucosa,UBERON:0006956,UBERON:0006956,12
neutrophil,CL:0000775,cardiac atrium,UBERON:0002081,UBERON:0002081,6
neutrophil,CL:0000775,cardiac ventricle,UBERON:0002082,UBERON:0002082,1
neutrophil,CL:0000775,cornea,UBERON:0000964,UBERON:0000964,19
neutrophil,CL:0000775,coronary artery,UBERON:0001621,UBERON:0001621,733
neutrophil,CL:0000775,crista ampullaris,UBERON:0004721,UBERON:0004721,3
neutrophil,CL:0000775,duodenum,UBERON:0002114,UBERON:0002114,18
neutrophil,CL:0000775,endometrium,UBERON:0001295,UBERON:0001295,41
neutrophil,CL:0000775,exocrine pancreas,UBERON:0000017,UBERON:0000017,7
neutrophil,CL:0000775,eye,UBERON:0000970,UBERON:0000970,17
neutrophil,CL:0000775,heart,UBERON:0000948,UBERON:0000948,86
neutrophil,CL:0000775,heart right ventricle,UBERON:0002080,UBERON:0002080,42
neutrophil,CL:0000775,ileum,UBERON:0002116,UBERON:0002116,35
neutrophil,CL:0000775,inferior vena cava,UBERON:0001072,UBERON:0001072,3
neutrophil,CL:0000775,inguinal lymph node,UBERON:0001542,UBERON:0001542,30
neutrophil,CL:0000775,jejunum,UBERON:0002115,UBERON:0002115,1
neutrophil,CL:0000775,kidney,UBERON:0002113,UBERON:0002113,22
neutrophil,CL:0000775,lacrimal gland,UBERON:0001817,UBERON:0001817,4
neutrophil,CL:0000775,large intestine,UBERON:0000059,UBERON:0000059,9
neutrophil,CL:0000775,left ovary,UBERON:0002119,UBERON:0002119,7
neutrophil,CL:0000775,liver,UBERON:0002107,UBERON:0002107,739
neutrophil,CL:0000775,lung,UBERON:0002048,UBERON:0002048,371
neutrophil,CL:0000775,lymph node,UBERON:0000029,UBERON:0000029,263
neutrophil,CL:0000775,mesenteric lymph node,UBERON:0002509,UBERON:0002509,10
neutrophil,CL:0000775,muscle of abdomen,UBERON:0002378,UBERON:0002378,149
neutrophil,CL:0000775,muscle of pelvic diaphragm,UBERON:0008612,UBERON:0008612,25
neutrophil,CL:0000775,myometrium,UBERON:0001296,UBERON:0001296,62
neutrophil,CL:0000775,parotid gland,UBERON:0001831,UBERON:0001831,209
neutrophil,CL:0000775,posterior part of tongue,UBERON:0010033,UBERON:0010033,141
neutrophil,CL:0000775,prostate gland,UBERON:0002367,UBERON:0002367,261
neutrophil,CL:0000775,retinal neural layer,UBERON:0003902,UBERON:0003902,1
neutrophil,CL:0000775,right cardiac atrium,UBERON:0002078,UBERON:0002078,5
neutrophil,CL:0000775,right ovary,UBERON:0002118,UBERON:0002118,10
neutrophil,CL:0000775,sclera,UBERON:0001773,UBERON:0001773,9
neutrophil,CL:0000775,skin of abdomen,UBERON:0001416,UBERON:0001416,26
neutrophil,CL:0000775,skin of body,UBERON:0002097,UBERON:0002097,237
neutrophil,CL:0000775,skin of chest,UBERON:0001868,UBERON:0001868,15
neutrophil,CL:0000775,small intestine,UBERON:0002108,UBERON:0002108,23
neutrophil,CL:0000775,spleen,UBERON:0002106,UBERON:0002106,14901
neutrophil,CL:0000775,stomach,UBERON:0000945,UBERON:0000945,367
neutrophil,CL:0000775,stomach smooth muscle,UBERON:0004222,UBERON:0004222,561
neutrophil,CL:0000775,subcutaneous adipose tissue,UBERON:0002190,UBERON:0002190,1094
neutrophil,CL:0000775,sublingual gland,UBERON:0001832,UBERON:0001832,34
neutrophil,CL:0000775,thoracic aorta,UBERON:0001515,UBERON:0001515,403
neutrophil,CL:0000775,thymus,UBERON:0002370,UBERON:0002370,121
neutrophil,CL:0000775,trachea,UBERON:0003126,UBERON:0003126,4684
neutrophil,CL:0000775,utricle of membranous labyrinth,UBERON:0001853,UBERON:0001853,6
neutrophil,CL:0000775,vasculature,UBERON:0002049,UBERON:0002049,34
non-classical monocyte,CL:0000875,blood,UBERON:0000178,UBERON:0000178,353
non-classical monocyte,CL:0000875,bone marrow,UBERON:0002371,UBERON:0002371,53
non-classical monocyte,CL:0000875,coronary artery,UBERON:0001621,UBERON:0001621,1
non-classical monocyte,CL:0000875,exocrine pancreas,UBERON:0000017,UBERON:0000017,1
non-classical monocyte,CL:0000875,inguinal lymph node,UBERON:0001542,UBERON:0001542,5
non-classical monocyte,CL:0000875,kidney,UBERON:0002113,UBERON:0002113,27
non-classical monocyte,CL:0000875,liver,UBERON:0002107,UBERON:0002107,113
non-classical monocyte,CL:0000875,lung,UBERON:0002048,UBERON:0002048,527
non-classical monocyte,CL:0000875,lymph node,UBERON:0000029,UBERON:0000029,65
non-classical monocyte,CL:0000875,mesenteric lymph node,UBERON:0002509,UBERON:0002509,1
non-classical monocyte,CL:0000875,muscle of abdomen,UBERON:0002378,UBERON:0002378,3
non-classical monocyte,CL:0000875,posterior segment of eyeball,UBERON:0001802,UBERON:0001802,1
non-classical monocyte,CL:0000875,sclera,UBERON:0001773,UBERON:0001773,1
non-classical monocyte,CL:0000875,spleen,UBERON:0002106,UBERON:0002106,126
non-classical monocyte,CL:0000875,subcutaneous adipose tissue,UBERON:0002190,UBERON:0002190,1
non-classical monocyte,CL:0000875,submandibular gland,UBERON:0001736,UBERON:0001736,1
non-classical monocyte,CL:0000875,trachea,UBERON:0003126,UBERON:0003126,5
oocyte,CL:0000023,left ovary,UBERON:0002119,UBERON:0002119,2
oocyte,CL:0000023,ovary,UBERON:0000992,UBERON:0000992,12
oocyte,CL:0000023,right ovary,UBERON:0002118,UBERON:0002118,4
ovarian surface epithelial cell,CL:2000064,left ovary,UBERON:0002119,UBERON:0002119,151
ovarian surface epithelial cell,CL:2000064,right ovary,UBERON:0002118,UBERON:0002118,90
pancreatic A cell,CL:0000171,exocrine pancreas,UBERON:0000017,UBERON:0000017,48
pancreatic D cell,CL:0000173,exocrine pancreas,UBERON:0000017,UBERON:0000017,9
pancreatic PP cell,CL:0002275,endocrine pancreas,UBERON:0000016,UBERON:0000016,1
pancreatic PP cell,CL:0002275,exocrine pancreas,UBERON:0000017,UBERON:0000017,1
pancreatic acinar cell,CL:0002064,endocrine pancreas,UBERON:0000016,UBERON:0000016,367
pancreatic acinar cell,CL:0002064,exocrine pancreas,UBERON:0000017,UBERON:0000017,5115
pancreatic ductal cell,CL:0002079,endocrine pancreas,UBERON:0000016,UBERON:0000016,631
pancreatic ductal cell,CL:0002079,exocrine pancreas,UBERON:0000017,UBERON:0000017,2090
pancreatic stellate cell,CL:0002410,endocrine pancreas,UBERON:0000016,UBERON:0000016,1
pancreatic stellate cell,CL:0002410,exocrine pancreas,UBERON:0000017,UBERON:0000017,437
paneth cell of colon,CL:0009009,ascending colon,UBERON:0001156,UBERON:0001156,8
paneth cell of colon,CL:0009009,large intestine,UBERON:0000059,UBERON:0000059,173
paneth cell of colon,CL:0009009,sigmoid colon,UBERON:0001159,UBERON:0001159,36
paneth cell of epithelium of small intestine,CL:1000343,duodenum,UBERON:0002114,UBERON:0002114,1490
paneth cell of epithelium of small intestine,CL:1000343,ileum,UBERON:0002116,UBERON:0002116,22
paneth cell of epithelium of small intestine,CL:1000343,jejunum,UBERON:0002115,UBERON:0002115,69
paneth cell of epithelium of small intestine,CL:1000343,small intestine,UBERON:0002108,UBERON:0002108,272
pericyte,CL:0000669,abdominal aorta,UBERON:0001516,UBERON:0001516,39
pericyte,CL:0000669,adipose tissue,UBERON:0001013,UBERON:0001013,60
pericyte,CL:0000669,aorta,UBERON:0000947,UBERON:0000947,737
pericyte,CL:0000669,bladder organ,UBERON:0018707,UBERON:0018707,1184
pericyte,CL:0000669,brown adipose tissue,UBERON:0001348,UBERON:0001348,795
pericyte,CL:0000669,cardiac atrium,UBERON:0002081,UBERON:0002081,12
pericyte,CL:0000669,cardiac ventricle,UBERON:0002082,UBERON:0002082,38
pericyte,CL:0000669,coronary artery,UBERON:0001621,UBERON:0001621,600
pericyte,CL:0000669,crista ampullaris,UBERON:0004721,UBERON:0004721,776
pericyte,CL:0000669,duodenum,UBERON:0002114,UBERON:0002114,13
pericyte,CL:0000669,endometrium,UBERON:0001295,UBERON:0001295,15
pericyte,CL:0000669,heart,UBERON:0000948,UBERON:0000948,1393
pericyte,CL:0000669,heart right ventricle,UBERON:0002080,UBERON:0002080,108
pericyte,CL:0000669,ileum,UBERON:0002116,UBERON:0002116,2
pericyte,CL:0000669,inferior vena cava,UBERON:0001072,UBERON:0001072,22
pericyte,CL:0000669,left coronary artery,UBERON:0001626,UBERON:0001626,16
pericyte,CL:0000669,lung,UBERON:0002048,UBERON:0002048,739
pericyte,CL:0000669,muscle of abdomen,UBERON:0002378,UBERON:0002378,2145
pericyte,CL:0000669,muscle of pelvic diaphragm,UBERON:0008612,UBERON:0008612,245
pericyte,CL:0000669,myometrium,UBERON:0001296,UBERON:0001296,1015
pericyte,CL:0000669,parotid gland,UBERON:0001831,UBERON:0001831,1
pericyte,CL:0000669,right cardiac atrium,UBERON:0002078,UBERON:0002078,478
